County,Post Office Location,Zip Code,Total  SNAP Households, Average Monthly SNAP Benefit per Household , Total Benefits Distributed 12/13 ,Total SNAP Recipients,Average Benefit per Recipient,Average Benefit per Meal ,Recipients 0-17,Recipients 18-64,Recipients 65+,Total Income-Eligible Individuals,Income-Eligible 0-17,Income-Eligible 18-64,Income-Eligible 65+,Total Income-Eligible but not Receiving ,Income-Eligible but not Receiving 0-17,Income-Eligible but not Receiving  18-64,Income-Eligible but not Receiving 65+,Total Participation Rate,Participation Rate 0-17,Participation Rate 18-64,Participation Rate 65+
Shackelford,Albany,76430,86, $179.62 ," $15,447.00 ",181, $85.34 , $0.95 ,73,81,27,540,127,336,77,359,54,255,50,33%,57%,24%,35%
Shelby,Center,75935,1026, $244.47 ," $250,825.00 ",2344, $107.01 , $1.19 ,1312,906,126,4835,2159,2280,396,2491,847,1374,270,48%,61%,40%,32%
Shelby,Timpson,75975,240, $223.05 ," $53,531.00 ",539, $99.32 , $1.10 ,265,228,46,1018,411,516,91,479,146,288,45,53%,65%,44%,51%
Shelby,Joaquin,75954,223, $269.25 ," $60,043.00 ",502, $119.61 , $1.33 ,263,208,31,705,322,280,102,202,59,72,71,71%,82%,74%,30%
Shelby,Tenaha,75974,220, $238.80 ," $52,535.00 ",503, $104.44 , $1.16 ,282,201,20,1219,581,509,129,716,299,308,109,41%,49%,39%,16%
Shelby,Shelbyville,75973,188, $218.08 ," $40,999.00 ",399, $102.75 , $1.14 ,189,175,35,778,218,374,185,378,29,199,150,51%,87%,47%,19%
Sherman,Stratford,79084,33, $296.70 ," $9,791.00 ",107, $91.50 , $1.02 ,73,27,7,664,284,337,43,557,211,310,36,16%,26%,8%,16%
Smith,Tyler,75709,190, $255.54 ," $48,553.00 ",448, $108.38 , $1.20 ,247,176,25,1129,377,676,76,681,130,500,51,40%,66%,26%,33%
Smith,Tyler,75705,129, $253.74 ," $32,732.00 ",315, $103.91 , $1.15 ,164,130,21,849,341,467,40,533,177,337,19,37%,48%,28%,52%
Smith,Tyler,75702,2626, $267.75 ," $703,106.00 ",6354, $110.66 , $1.23 ,3808,2181,365,11043,4384,5807,852,4689,576,3626,487,58%,87%,38%,43%
Smith,Winona,75792,189, $237.19 ," $44,828.00 ",427, $104.98 , $1.17 ,209,189,29,676,253,338,85,249,44,149,56,63%,83%,56%,34%
Smith,Tyler,75712,84, $179.98 ," $15,118.00 ",158, $95.68 , $1.06 ,68,76,14,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Smith,Whitehouse,75791,344, $254.38 ," $87,508.00 ",910, $96.16 , $1.07 ,483,391,36,852,240,384,227,191,0,0,191,100%,100%,100%,16%
Smith,Tyler,75713,33, $200.18 ," $6,606.00 ",72, $91.75 , $1.02 ,31,35,6,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Smith,Tyler,75708,502, $295.43 ," $148,308.00 ",1364, $108.73 , $1.21 ,862,456,46,1650,634,901,115,514,0,445,69,83%,100%,51%,40%
Smith,Tyler,75704,525, $269.01 ," $141,231.00 ",1316, $107.32 , $1.19 ,800,454,62,2861,1337,1334,190,1545,537,880,128,46%,60%,34%,33%
Smith,Flint,75762,308, $231.69 ," $71,359.00 ",697, $102.38 , $1.14 ,333,321,43,1230,271,666,292,594,0,345,249,57%,100%,48%,15%
Smith,Tyler,75707,386, $259.00 ," $99,973.00 ",982, $101.81 , $1.13 ,529,402,51,2678,630,1546,502,1696,101,1144,451,37%,84%,26%,10%
Smith,Tyler,75710,54, $190.89 ," $10,308.00 ",113, $91.22 , $1.01 ,54,53,6,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Smith,Lindale,75771,555, $255.98 ," $142,069.00 ",1427, $99.56 , $1.11 ,763,600,64,2867,1068,1495,303,1439,305,895,239,50%,71%,40%,21%
Smith,Tyler,75701,1586, $235.03 ," $372,762.00 ",3695, $100.88 , $1.12 ,1944,1524,227,10062,3376,5596,1089,6366,1432,4072,862,37%,58%,27%,21%
Smith,Tyler,75703,797, $254.33 ," $202,703.00 ",1904, $106.46 , $1.18 ,976,852,76,6280,2243,3623,414,4376,1267,2771,338,30%,44%,24%,18%
Smith,Tyler,75711,80, $210.96 ," $16,877.00 ",185, $91.23 , $1.01 ,93,86,6,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Smith,Tyler,75706,600, $276.46 ," $165,876.00 ",1527, $108.63 , $1.21 ,937,517,73,3464,1622,1749,93,1937,685,1232,20,44%,58%,30%,79%
Smith,Arp,75750,124, $275.69 ," $34,185.00 ",321, $106.50 , $1.18 ,172,137,12,378,111,182,86,119,0,45,74,85%,100%,75%,14%
Somervell,Glen Rose,76043,293, $280.89 ," $82,302.00 ",729, $112.90 , $1.25 ,393,298,38,982,201,581,199,444,0,283,161,74%,100%,51%,19%
Somervell,Rainbow,76077,11, $292.91 ," $3,222.00 ",29, $111.10 , $1.23 ,13,16,0,162,0,77,85,146,0,61,85,18%,0%,21%,0%
Somervell,Nemo,76070,5, $170.80 , $854.00 ,10, $85.40 , $0.95 ,4,5,1,36,0,0,36,35,0,0,35,27%,0%,0%,3%
Starr,Delmita,78536,32, $258.59 ," $8,275.00 ",81, $102.16 , $1.14 ,42,32,7,143,41,71,31,63,0,39,24,57%,100%,45%,22%
Starr,Garciasville,78547,399, $234.23 ," $93,457.00 ",976, $95.76 , $1.06 ,470,365,141,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Starr,Grulla,78548,399, $226.41 ," $90,337.00 ",919, $98.30 , $1.09 ,446,322,151,376,163,160,54,0,0,0,0,100%,100%,100%,100%
Starr,Rio Grande City,78582,4630, $255.04 ," $1,180,842.00 ",11274, $104.74 , $1.16 ,5948,3860,1466,21240,8607,10844,1789,9966,2659,6984,323,53%,69%,36%,82%
Starr,Santa Elena,78591,11, $214.73 ," $2,362.00 ",30, $78.73 , $0.87 ,18,10,2,66,7,16,43,47,0,6,41,46%,100%,63%,5%
Starr,Roma,78584,3054, $244.97 ," $748,144.00 ",6995, $106.95 , $1.19 ,3488,2280,1227,10590,4214,4972,1403,3594,726,2692,176,66%,83%,46%,87%
Starr,San Isidro,78588,23, $205.00 ," $4,715.00 ",47, $100.32 , $1.11 ,26,14,7,21,0,4,16,9,0,0,9,100%,0%,100%,43%
Starr,Falcon Heights,78545,87, $234.74 ," $20,422.00 ",201, $101.60 , $1.13 ,101,66,34,180,60,76,44,20,0,10,10,100%,100%,87%,77%
Starr,Salineno,78585,55, $269.75 ," $14,836.00 ",138, $107.51 , $1.19 ,77,43,18,30,0,30,0,0,0,0,0,100%,0%,100%,0%
Stephens,Breckenridge,76424,507, $221.55 ," $112,324.00 ",1147, $97.93 , $1.09 ,530,531,86,2025,685,1055,285,878,155,524,199,57%,77%,50%,30%
Stephens,Caddo,76429,7, $140.29 , $982.00 ,17, $57.76 , $0.64 ,8,8,1,2,0,0,2,1,0,0,1,100%,0%,0%,46%
Sterling,Sterling City,76951,29, $195.69 ," $5,675.00 ",62, $91.53 , $1.02 ,33,23,6,281,85,147,48,218,52,124,42,22%,39%,16%,12%
Stonewall,Aspermont,79502,50, $221.46 ," $11,073.00 ",121, $91.51 , $1.02 ,62,49,10,199,73,73,53,78,11,24,43,61%,85%,67%,19%
Sutton,Sonora,76950,148, $264.86 ," $39,199.00 ",386, $101.55 , $1.13 ,201,141,44,436,130,139,166,122,0,0,122,89%,100%,100%,27%
Sutton,Roosevelt,76874,1, $136.00 , $136.00 ,1, $136.00 , $1.51 ,0,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Swisher,Tulia,79088,349, $288.56 ," $100,709.00 ",949, $106.12 , $1.18 ,515,355,79,1524,539,791,195,576,24,436,116,62%,96%,45%,41%
Swisher,Happy,79042,5, $169.60 , $848.00 ,16, $53.00 , $0.59 ,9,7,0,262,90,149,23,246,81,142,23,6%,10%,5%,0%
Tarrant,Fort Worth,76129,1, $15.00 , $15.00 ,1, $15.00 , $0.17 ,0,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76103,1190, $272.09 ," $323,793.00 ",2791, $116.01 , $1.29 ,1598,1061,132,4924,1918,2618,387,2132,320,1557,255,57%,83%,41%,34%
Tarrant,Fort Worth,76107,1369, $233.15 ," $319,189.00 ",2842, $112.31 , $1.25 ,1411,1174,257,6123,2160,3381,581,3280,749,2207,324,46%,65%,35%,44%
Tarrant,Fort Worth,76115,1925, $315.39 ," $607,127.00 ",5128, $118.39 , $1.32 ,3332,1557,239,11586,5378,5751,457,6458,2046,4194,218,44%,62%,27%,52%
Tarrant,Arlington,76004,60, $267.08 ," $16,025.00 ",138, $116.12 , $1.29 ,69,62,7,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Keller,76248,223, $261.10 ," $58,226.00 ",532, $109.45 , $1.22 ,267,210,55,2085,709,1102,274,1553,442,892,219,26%,38%,19%,20%
Tarrant,Fort Worth,76113,8, $174.38 ," $1,395.00 ",13, $107.31 , $1.19 ,4,7,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Arlington,76096,71, $313.15 ," $22,234.00 ",189, $117.64 , $1.31 ,110,74,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Arlington,76005,8, $185.13 ," $1,481.00 ",15, $98.73 , $1.10 ,6,8,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Arlington,76094,13, $244.62 ," $3,180.00 ",27, $117.78 , $1.31 ,10,13,4,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76166,1, $497.00 , $497.00 ,3, $165.67 , $1.84 ,2,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76140,1793, $311.69 ," $558,852.00 ",4915, $113.70 , $1.26 ,3000,1764,151,6948,3577,2995,377,2034,577,1231,226,71%,84%,59%,40%
Tarrant,Haltom City,76117,1820, $265.16 ," $482,588.00 ",4426, $109.03 , $1.21 ,2527,1571,328,9984,4409,5044,531,5558,1882,3473,203,44%,57%,31%,62%
Tarrant,Naval Air Station/,76127,2, $139.00 , $278.00 ,3, $92.67 , $1.03 ,1,2,0,31,18,13,0,28,17,11,0,10%,6%,16%,0%
Tarrant,Colleyville,76034,59, $207.83 ," $12,262.00 ",106, $115.68 , $1.29 ,36,45,25,486,138,332,16,389,102,287,0,22%,26%,14%,100%
Tarrant,Fort Worth,76130,1, $347.00 , $347.00 ,2, $173.50 , $1.93 ,1,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Arlington,76007,81, $301.36 ," $24,410.00 ",213, $114.60 , $1.27 ,119,80,14,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76136,24, $232.42 ," $5,578.00 ",60, $92.97 , $1.03 ,28,27,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76116,3015, $250.83 ," $756,247.00 ",6611, $114.39 , $1.27 ,3504,2845,262,14036,4809,8215,1012,7425,1305,5370,750,47%,73%,35%,26%
Tarrant,Bedford,76021,605, $233.04 ," $140,992.00 ",1330, $106.01 , $1.18 ,647,573,110,3124,998,1786,340,1794,351,1213,230,43%,65%,32%,32%
Tarrant,Arlington,76010,4495, $304.98 ," $1,370,883.00 ",11532, $118.88 , $1.32 ,7695,3376,461,24644,10929,12950,765,13112,3234,9574,304,47%,70%,26%,60%
Tarrant,Fort Worth,76122,2, $326.50 , $653.00 ,5, $130.60 , $1.45 ,3,2,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76123,988, $312.14 ," $308,392.00 ",2787, $110.65 , $1.23 ,1594,1077,116,3477,1508,1741,228,776,0,664,112,80%,100%,62%,51%
Tarrant,Arlington,76002,788, $288.36 ," $227,228.00 ",2053, $110.68 , $1.23 ,1113,767,173,2785,1445,1186,154,751,332,419,0,74%,77%,65%,100%
Tarrant,Arlington,76015,707, $283.36 ," $200,339.00 ",1755, $114.15 , $1.27 ,963,731,61,3076,1048,1786,242,1321,85,1055,181,57%,92%,41%,25%
Tarrant,Fort Worth,76137,1189, $295.85 ," $351,766.00 ",3242, $108.50 , $1.21 ,1876,1166,200,6162,2546,3220,396,2920,670,2054,196,53%,74%,36%,51%
Tarrant,Fort Worth,76179,1017, $292.22 ," $297,190.00 ",2782, $106.83 , $1.19 ,1585,1091,106,3820,1660,1888,272,1038,75,797,166,73%,95%,58%,39%
Tarrant,Fort Worth,76111,1327, $286.25 ," $379,860.00 ",3323, $114.31 , $1.27 ,2090,1047,186,6520,2757,3386,377,3197,667,2339,191,51%,76%,31%,49%
Tarrant,Fort Worth,76114,1570, $276.00 ," $433,326.00 ",3868, $112.03 , $1.24 ,2196,1469,203,8180,3096,4554,531,4313,900,3085,328,47%,71%,32%,38%
Tarrant,Grapevine,76051,650, $271.02 ," $176,163.00 ",1557, $113.14 , $1.26 ,1014,462,81,7077,3000,3613,464,5520,1986,3151,383,22%,34%,13%,17%
Tarrant,Fort Worth,76106,2787, $307.97 ," $858,321.00 ",7590, $113.09 , $1.26 ,4937,2247,406,16721,7811,7888,1023,9132,2874,5641,617,45%,63%,28%,40%
Tarrant,Fort Worth,76118,470, $262.70 ," $123,467.00 ",1147, $107.64 , $1.20 ,617,461,69,1783,603,1027,153,650,0,566,84,64%,100%,45%,45%
Tarrant,Fort Worth,76104,2444, $263.51 ," $644,025.00 ",5485, $117.42 , $1.30 ,3021,2148,316,9622,4179,4670,772,4136,1158,2522,456,57%,72%,46%,41%
Tarrant,Euless,76040,1186, $282.20 ," $334,684.00 ",3088, $108.38 , $1.20 ,1799,1168,121,6910,2791,3865,254,3822,992,2697,133,45%,64%,30%,48%
Tarrant,Bedford,76095,19, $187.53 ," $3,563.00 ",39, $91.36 , $1.02 ,15,23,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Euless,76039,738, $267.03 ," $197,067.00 ",1828, $107.80 , $1.20 ,964,720,144,4390,1641,2528,221,2562,677,1808,77,42%,59%,28%,65%
Tarrant,Fort Worth,76181,10, $145.70 ," $1,457.00 ",18, $80.94 , $0.90 ,8,10,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76132,962, $246.09 ," $236,737.00 ",2164, $109.40 , $1.22 ,1017,1016,131,3954,1003,2698,252,1803,0,1682,121,55%,100%,38%,52%
Tarrant,Fort Worth,76102,747, $263.61 ," $196,918.00 ",1546, $127.37 , $1.42 ,772,733,41,3050,1027,1768,255,1504,255,1035,214,51%,75%,41%,16%
Tarrant,Fort Worth,76124,57, $254.16 ," $14,487.00 ",133, $108.92 , $1.21 ,73,55,5,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Arlington,76011,1830, $273.09 ," $499,763.00 ",4164, $120.02 , $1.33 ,2528,1477,159,8913,3631,5106,176,4749,1103,3629,17,47%,70%,29%,90%
Tarrant,Fort Worth,76135,930, $252.53 ," $234,856.00 ",2201, $106.70 , $1.19 ,1116,955,130,4098,1625,2138,336,1898,509,1183,206,54%,69%,45%,39%
Tarrant,Fort Worth,76162,18, $256.06 ," $4,609.00 ",45, $102.42 , $1.14 ,22,22,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76163,33, $271.09 ," $8,946.00 ",74, $120.89 , $1.34 ,36,37,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Arlington,76019,5, $209.60 ," $1,048.00 ",7, $149.71 , $1.66 ,2,5,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Hurst,76053,1213, $275.36 ," $334,009.00 ",3058, $109.22 , $1.21 ,1806,1101,151,7575,3535,3557,482,4516,1729,2456,331,40%,51%,31%,31%
Tarrant,Fort Worth,76131,672, $311.94 ," $209,622.00 ",2005, $104.55 , $1.16 ,1160,751,94,3375,1724,1514,137,1370,564,763,43,59%,67%,50%,68%
Tarrant,North Richland Hil,76182,346, $289.60 ," $100,200.00 ",890, $112.58 , $1.25 ,470,368,52,1633,555,799,278,742,85,431,226,54%,85%,46%,19%
Tarrant,Fort Worth,76105,2982, $280.32 ," $835,925.00 ",7181, $116.41 , $1.29 ,4250,2532,399,12565,5798,6055,713,5385,1548,3523,314,57%,73%,42%,56%
Tarrant,Arlington,76014,2329, $304.51 ," $709,197.00 ",6306, $112.46 , $1.25 ,3779,2136,391,10258,4642,5351,265,4078,863,3215,0,61%,81%,40%,100%
Tarrant,Fort Worth,76109,257, $238.18 ," $61,213.00 ",542, $112.94 , $1.25 ,266,253,23,4432,588,3434,411,3891,322,3181,388,12%,45%,7%,6%
Tarrant,Arlington,76003,32, $265.16 ," $8,485.00 ",76, $111.64 , $1.24 ,36,37,3,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76112,3611, $265.43 ," $958,457.00 ",8196, $116.94 , $1.30 ,4411,3465,320,12953,5132,7095,727,4758,721,3630,407,63%,86%,49%,44%
Tarrant,Fort Worth,76133,2812, $271.31 ," $762,921.00 ",6866, $111.12 , $1.23 ,3854,2667,345,10940,5064,5142,735,4075,1210,2475,390,63%,76%,52%,47%
Tarrant,Fort Worth,76185,12, $283.00 ," $3,396.00 ",30, $113.20 , $1.26 ,12,16,2,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Arlington,76017,1168, $293.40 ," $342,692.00 ",3094, $110.76 , $1.23 ,1702,1243,149,5161,1866,3087,208,2067,164,1844,59,60%,91%,40%,72%
Tarrant,Fort Worth,76119,4879, $278.78 ," $1,360,163.00 ",12035, $113.02 , $1.26 ,6780,4525,730,19746,8718,9435,1593,7711,1938,4910,863,61%,78%,48%,46%
Tarrant,Fort Worth,76101,70, $162.36 ," $11,365.00 ",113, $100.58 , $1.12 ,43,61,9,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Kennedale,76060,240, $262.93 ," $63,104.00 ",546, $115.58 , $1.28 ,279,237,30,1152,329,591,232,606,50,354,202,47%,85%,40%,13%
Tarrant,Hurst,76054,95, $246.88 ," $23,454.00 ",195, $120.28 , $1.34 ,96,84,15,544,112,298,135,350,16,214,120,36%,86%,28%,11%
Tarrant,Arlington,76016,496, $279.99 ," $138,877.00 ",1248, $111.28 , $1.24 ,652,517,79,2614,1115,1261,238,1366,463,744,159,48%,58%,41%,33%
Tarrant,Fort Worth,76155,70, $217.14 ," $15,200.00 ",146, $104.11 , $1.16 ,65,74,7,583,89,494,0,444,24,420,0,25%,73%,15%,0%
Tarrant,Arlington,76006,1063, $269.86 ," $286,858.00 ",2507, $114.42 , $1.27 ,1391,1040,76,5574,1918,3498,157,3066,527,2458,81,45%,73%,30%,48%
Tarrant,Bedford,76022,390, $242.76 ," $94,676.00 ",899, $105.31 , $1.17 ,451,409,39,2034,722,1159,153,1135,271,750,114,44%,62%,35%,26%
Tarrant,Fort Worth,76196,1, $216.00 , $216.00 ,3, $72.00 , $0.80 ,2,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,North Richland Hil,76180,1052, $279.37 ," $293,897.00 ",2633, $111.62 , $1.24 ,1494,1044,95,5671,2133,3169,369,3038,639,2125,274,46%,70%,33%,26%
Tarrant,Grapevine,76099,16, $260.19 ," $4,163.00 ",40, $104.08 , $1.16 ,24,15,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76134,1553, $304.67 ," $473,155.00 ",4160, $113.74 , $1.26 ,2479,1547,134,5434,2269,2585,580,1484,0,1038,446,77%,100%,60%,23%
Tarrant,Fort Worth,76120,1090, $258.30 ," $281,549.00 ",2477, $113.67 , $1.26 ,1273,1095,109,4136,1862,2170,104,1664,589,1075,0,60%,68%,50%,100%
Tarrant,Arlington,76001,795, $306.73 ," $243,851.00 ",2267, $107.57 , $1.20 ,1335,817,115,3441,1602,1757,82,1207,267,940,0,66%,83%,46%,100%
Tarrant,Fort Worth,76164,1195, $309.10 ," $369,375.00 ",3132, $117.94 , $1.31 ,1984,966,182,6627,2610,3381,635,3494,626,2415,453,47%,76%,29%,29%
Tarrant,Keller,76244,724, $286.68 ," $207,559.00 ",1923, $107.93 , $1.20 ,1061,723,139,3604,1755,1722,127,1693,694,999,0,53%,60%,42%,100%
Tarrant,Fort Worth,76110,2026, $296.39 ," $600,480.00 ",5089, $118.00 , $1.31 ,3160,1658,271,14293,6514,7266,513,9204,3354,5608,242,36%,49%,23%,53%
Tarrant,Fort Worth,76147,13, $156.38 ," $2,033.00 ",19, $107.00 , $1.19 ,4,14,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Arlington,76013,1028, $263.09 ," $270,452.00 ",2344, $115.38 , $1.28 ,1215,1032,97,7336,1646,5205,485,4992,431,4173,388,32%,74%,20%,20%
Tarrant,Arlington,76012,1093, $268.55 ," $293,521.00 ",2580, $113.77 , $1.26 ,1462,1004,114,4058,1283,2276,499,1657,0,1272,385,64%,100%,44%,23%
Tarrant,Arlington,76018,942, $291.67 ," $274,749.00 ",2505, $109.68 , $1.22 ,1397,928,180,3735,1667,1912,155,1254,270,984,0,67%,84%,49%,100%
Tarrant,Fort Worth,76148,610, $300.62 ," $183,377.00 ",1716, $106.86 , $1.19 ,961,679,76,2898,1141,1481,276,1182,180,802,200,59%,84%,46%,28%
Tarrant,Fort Worth,76121,48, $259.00 ," $12,432.00 ",116, $107.17 , $1.19 ,59,53,4,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tarrant,Fort Worth,76161,36, $297.69 ," $10,717.00 ",95, $112.81 , $1.25 ,49,42,4,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Taylor,Abilene,79604,96, $188.91 ," $18,135.00 ",172, $105.44 , $1.17 ,66,89,17,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Taylor,Goldsboro,79519,1, $995.00 , $995.00 ,7, $142.14 , $1.58 ,5,2,0,3,0,0,3,3,0,0,3,100%,0%,0%,0%
Taylor,Tuscola,79562,59, $205.29 ," $12,112.00 ",114, $106.25 , $1.18 ,47,53,14,111,10,85,16,34,0,32,2,100%,100%,63%,86%
Taylor,Tye,79563,84, $299.88 ," $25,190.00 ",225, $111.96 , $1.24 ,117,100,8,300,129,127,43,74,12,27,35,75%,91%,79%,18%
Taylor,Abilene,79699,1, $200.00 , $200.00 ,1, $200.00 , $2.22 ,0,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Taylor,Buffalo Gap,79508,35, $162.83 ," $5,699.00 ",78, $73.06 , $0.81 ,33,38,7,196,60,123,13,118,27,85,6,40%,55%,31%,54%
Taylor,Abilene,79603,1737, $255.00 ," $442,933.00 ",4447, $99.60 , $1.11 ,2450,1775,222,6801,2950,3280,571,2354,500,1505,349,65%,83%,54%,39%
Taylor,Abilene,79606,489, $225.34 ," $110,190.00 ",1100, $100.17 , $1.11 ,532,494,74,3368,1102,1927,338,2267,570,1433,264,33%,48%,26%,22%
Taylor,Trent,79561,17, $199.71 ," $3,395.00 ",31, $109.52 , $1.22 ,12,13,6,142,43,82,17,111,31,69,11,22%,28%,16%,35%
Taylor,Dyess AFB,79607,18, $151.39 ," $2,725.00 ",82, $33.23 , $0.37 ,49,32,1,525,319,207,0,445,270,175,0,16%,15%,15%,0%
Taylor,Ovalo,79541,12, $308.00 ," $3,696.00 ",40, $92.40 , $1.03 ,21,14,5,109,69,40,0,74,48,26,0,37%,31%,35%,0%
Taylor,Lawn,79530,16, $178.00 ," $2,848.00 ",32, $89.00 , $0.99 ,13,16,3,52,18,24,10,20,5,8,7,62%,73%,66%,31%
Taylor,Abilene,79605,1497, $255.28 ," $382,157.00 ",3807, $100.38 , $1.12 ,2064,1583,160,6814,2556,3645,613,3007,492,2062,453,56%,81%,43%,26%
Taylor,Abilene,79608,47, $193.17 ," $9,079.00 ",102, $89.01 , $0.99 ,49,41,12,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Terrell,Sanderson,79848,37, $217.46 ," $8,046.00 ",75, $107.28 , $1.19 ,32,29,14,230,48,114,68,155,16,85,54,33%,67%,25%,21%
Terrell,Dryden,78851,1, $99.00 , $99.00 ,3, $33.00 , $0.37 ,1,2,0,17,8,9,0,14,7,7,0,18%,13%,23%,0%
Terry,Brownfield,79316,626, $232.15 ," $145,326.00 ",1544, $94.12 , $1.05 ,820,566,158,2542,890,1164,488,998,70,598,330,61%,92%,49%,32%
Terry,Tokio,79376,2, $124.50 , $249.00 ,3, $83.00 , $0.92 ,0,2,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Terry,Meadow,79345,30, $318.43 ," $9,553.00 ",109, $87.64 , $0.97 ,68,30,11,130,55,61,15,35,0,31,4,84%,100%,49%,74%
Terry,Wellman,79378,6, $232.50 ," $1,395.00 ",21, $66.43 , $0.74 ,14,6,1,56,16,40,0,36,2,34,0,38%,85%,15%,0%
Throckmorton,Throckmorton,76483,47, $207.45 ," $9,750.00 ",91, $107.14 , $1.19 ,33,42,16,123,38,69,15,32,5,27,0,74%,87%,61%,100%
Titus,Mount Pleasant,75455,1588, $258.68 ," $410,787.00 ",3940, $104.26 , $1.16 ,2505,1286,149,8634,3877,4349,408,4694,1372,3063,259,46%,65%,30%,37%
Titus,Talco,75487,72, $275.64 ," $19,846.00 ",174, $114.06 , $1.27 ,90,75,9,354,108,147,99,180,18,72,90,49%,83%,51%,9%
Titus,Mount Pleasant,75456,86, $227.76 ," $19,587.00 ",185, $105.88 , $1.18 ,86,88,11,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Titus,Cookville,75558,65, $274.17 ," $17,821.00 ",166, $107.36 , $1.19 ,93,68,5,271,56,131,84,142,0,63,79,61%,100%,52%,6%
Titus,Winfield,75493,47, $303.09 ," $14,245.00 ",127, $112.17 , $1.25 ,87,37,3,324,147,158,18,196,60,121,15,39%,59%,23%,16%
Tom Green,Carlsbad,76934,32, $162.41 ," $5,197.00 ",63, $82.49 , $0.92 ,25,29,9,210,7,197,5,168,0,168,0,30%,100%,15%,100%
Tom Green,Wall,76957,1, $744.00 , $744.00 ,5, $148.80 , $1.65 ,4,1,0,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tom Green,Knickerbocker,76939,5, $265.40 ," $1,327.00 ",14, $94.79 , $1.05 ,6,8,0,19,9,10,0,5,3,2,0,72%,63%,81%,0%
Tom Green,San Angelo,76901,1087, $230.75 ," $250,822.00 ",2686, $93.38 , $1.04 ,1391,1146,149,6246,2301,3345,601,3561,910,2199,452,43%,60%,34%,25%
Tom Green,San Angelo,76905,390, $260.88 ," $101,745.00 ",1019, $99.85 , $1.11 ,563,413,43,3275,1488,1527,260,2256,925,1114,217,31%,38%,27%,17%
Tom Green,Veribest,76886,2, $191.00 , $382.00 ,4, $95.50 , $1.06 ,3,0,1,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tom Green,Mereta,76940,7, $262.86 ," $1,840.00 ",16, $115.00 , $1.28 ,8,7,1,7,0,7,0,0,0,0,0,100%,0%,100%,0%
Tom Green,San Angelo,76902,76, $204.63 ," $15,552.00 ",154, $100.99 , $1.12 ,70,64,20,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tom Green,San Angelo,76906,9, $156.00 ," $1,404.00 ",15, $93.60 , $1.04 ,5,7,3,0,0,0,0,0,0,0,0,0%,0%,0%,0%
Tom Green,Water Valley,76958,4, $228.75 , $915.00 ,9, $101.67 , $1.13 ,5,3,1,18,2,9,7,12,0,6,6,51%,100%,34%,15%
Tom Green,San Angelo,76903,2346, $224.71 ," $527,169.00 ",5378, $98.02 , $1.09 ,2722,2191,465,9609,3494,5155,960,4231,772,2964,495,56%,78%,42%,48%
